verse_number,tantra,section,english_title
"2711","Tantra Nine","SUKSHMA GNARTICULATE) PANCHAKSHARA","The Five Letters Denote the Five Relations in the"
"2712","Tantra Nine","SUKSHMA GNARTICULATE) PANCHAKSHARA","Siva-Jnana Comes of Si Va Ya"
"2713","Tantra Nine","SUKSHMA GNARTICULATE) PANCHAKSHARA","How Through Na Ma Si Va Ya Union in Jiva Occurs"
"2714","Tantra Nine","SUKSHMA GNARTICULATE) PANCHAKSHARA","Chant Si Va Ya"
"2715","Tantra Nine","SUKSHMA GNARTICULATE) PANCHAKSHARA","Chant Siva Siva and Receive Grace"
"2716","Tantra Nine","SUKSHMA GNARTICULATE) PANCHAKSHARA","“Siva Siva’’ Leads to Siva State"
"2717","Tantra Nine","SUKSHMA GNARTICULATE) PANCHAKSHARA","Chant Na Ma Si Va and End Birth"
"2718","Tantra Nine","SUPER SUBTLE) PANCHAKSHARA","Bliss From Si Va Ya Siva Siva"
"2719","Tantra Nine","SUPER SUBTLE) PANCHAKSHARA","Five-Lettered Holy Word Leads to Samadhi"
"2720","Tantra Nine","SUPER SUBTLE) PANCHAKSHARA","Chant “847” and Cross the River of Life"
"2721","Tantra Nine","SUPER SUBTLE) PANCHAKSHARA","The Five Letters Unwrites Fate’s Letters"
"2722","Tantra Nine","DARSHAN OF HOLY DANCE","Siva's Sport Divine"
"2723","Tantra Nine","DARSHAN OF HOLY DANCE","Siva’s Five Dances"
"2724","Tantra Nine","SIVANANDA (SIVA-BLISS) DANCE","Ananda Dance! is Honey-Sweet"
"2725","Tantra Nine","SIVANANDA (SIVA-BLISS) DANCE","It is Bliss"
"2726","Tantra Nine","SIVANANDA (SIVA-BLISS) DANCE","It is End of Jnana"
"2727","Tantra Nine","SIVANANDA (SIVA-BLISS) DANCE","Through Five Dances Siva Performs Five Acts"
"2728","Tantra Nine","SIVANANDA (SIVA-BLISS) DANCE","Siva’s Cosmic Sway"
"2729","Tantra Nine","SIVANANDA (SIVA-BLISS) DANCE","dnana-Ananda Dance"
"2730","Tantra Nine","SIVANANDA (SIVA-BLISS) DANCE","Siddha-Lord Dances"
"2731","Tantra Nine","SIVANANDA (SIVA-BLISS) DANCE","When the Lord Danced"
"2732","Tantra Nine","SUNDARA (BEAUTY) DANCE","Dance in the Beyond as Compassion Embodied"
"2733","Tantra Nine","SUNDARA (BEAUTY) DANCE","The Dances of Siva, Eight and Five — Witnessed"
"2734","Tantra Nine","SUNDARA (BEAUTY) DANCE","Siva Dances Through Cosmos"
"2735","Tantra Nine","SUNDARA (BEAUTY) DANCE","He Dances in Sushumna and in Jnana that Arises"
"2736","Tantra Nine","SUNDARA (BEAUTY) DANCE","Siva Danced Away From Within Jiva to Jnana"
"2737","Tantra Nine","SUNDARA (BEAUTY) DANCE","Other Places Where He Danced"
"2738","Tantra Nine","SUNDARA (BEAUTY) DANCE","Categories at the Feet of Dancing Siva"
"2739","Tantra Nine","GOLDEN HALL DANCE","The Uncreated Being Dances’"
"2740","Tantra Nine","GOLDEN HALL DANCE","He Dances, for His Devotees to Witness"
"2741","Tantra Nine","GOLDEN HALL DANCE","Effect of Witnessing Siva Dance in Golden Hall"
"2742","Tantra Nine","GOLDEN HALL DANCE","When the Holy Dance they witness."
"2743","Tantra Nine","GOLDEN HALL DANCE","Siva-Bliss Dance Beyond Description"
"2744","Tantra Nine","GOLDEN HALL DANCE","He dances as a Red Ruby within,"
"2745","Tantra Nine","GOLDEN HALL DANCE","When They Witness Holy Dance"
"2746","Tantra Nine","GOLDEN HALL DANCE","How He Dances in Golden Hall"
"2747","Tantra Nine","GOLDEN HALL DANCE","Dance in the South"
"2748","Tantra Nine","GOLDEN HALL DANCE","Nadanta Dance"
"2749","Tantra Nine","GOLDEN HALL DANCE","Dance Cosmic"
"2750","Tantra Nine","GOLDEN HALL DANCE","Dance Ensemble"
"2751","Tantra Nine","GOLDEN HALL DANCE","Pervasive Dance in the Mystic Centres"
"2752","Tantra Nine","GOLDEN HALL DANCE","South the Holy Land"
"2753","Tantra Nine","GOLDEN HALL DANCE","Where He Dances Solo"
"2754","Tantra Nine","GOLDEN HALL DANCE","He Dances in Holy Ensemble"
"2755","Tantra Nine","GOLDEN HALL DANCE","Guru Para Dance in Holy Temple"
"2756","Tantra Nine","GOLDEN HALL DANCE","Siva-State"
"2757","Tantra Nine","GOLDEN HALL DANCE","Varied Dances"
"2758","Tantra Nine","GOLDEN HALL DANCE","He Dances as Prana"
"2759","Tantra Nine","ATBUDHA (WONDER) DANCE","Dance of the Form-Formless (Sadasiva)"
"2760","Tantra Nine","ATBUDHA (WONDER) DANCE","The Form-Formless Dancer is Gurupara"
"2761","Tantra Nine","ATBUDHA (WONDER) DANCE","Nadanta Dance in Prana Source"
"2762","Tantra Nine","ATBUDHA (WONDER) DANCE","Light-Form of the Divine Dancer"
"2763","Tantra Nine","ATBUDHA (WONDER) DANCE","Dance Witnessed by Those Who Transcend Maya"
"2764","Tantra Nine","ATBUDHA (WONDER) DANCE","‘Dance for Jiva’s Redemption"
"2765","Tantra Nine","ATBUDHA (WONDER) DANCE","Bliss of Siva-Sakti Pair Dance"
"2766","Tantra Nine","ATBUDHA (WONDER) DANCE","Ajna Centre is Astral Temple of Lard"
"2767","Tantra Nine","ATBUDHA (WONDER) DANCE","Seven Pedestals of Siva’s Dance"
"2768","Tantra Nine","ATBUDHA (WONDER) DANCE","The Light of Astral Flower in the Dance Theatre"
"2769","Tantra Nine","ATBUDHA (WONDER) DANCE","Septenary Centres of Cosmic Dance"
"2770","Tantra Nine","ATBUDHA (WONDER) DANCE","Dance in Space"
"2771","Tantra Nine","ATBUDHA (WONDER) DANCE","Holy Dance Theatre"
"2772","Tantra Nine","ATBUDHA (WONDER) DANCE","Pandaranga Dance at the End of Dissolution"
"2773","Tantra Nine","ATBUDHA (WONDER) DANCE","Who Witnesses Golden Temple Dance"
"2774","Tantra Nine","ATBUDHA (WONDER) DANCE","Rapturous Experience’ Flowing From Witnessing"
"2775","Tantra Nine","ATBUDHA (WONDER) DANCE","So too: They Who Hear of It"
"2776","Tantra Nine","ATBUDHA (WONDER) DANCE","He Dances With Sakti"
"2777","Tantra Nine","ATBUDHA (WONDER) DANCE","He Dances Inside and Outside the Heart"
"2778","Tantra Nine","ATBUDHA (WONDER) DANCE","Dance of Divine Bliss"
"2779","Tantra Nine","ATBUDHA (WONDER) DANCE","Dance of Seven Melodies"
"2780","Tantra Nine","ATBUDHA (WONDER) DANCE","Dance of Triple Pasa-Riddance-Mohanta Dance"
"2781","Tantra Nine","ATBUDHA (WONDER) DANCE","He is Kalpaka Tree that Grants All Wishes"
"2782","Tantra Nine","ATBUDHA (WONDER) DANCE","When Creator Dances All Creation Dances"
"2783","Tantra Nine","ATBUDHA (WONDER) DANCE","Dance of Seven Melodies"
"2784","Tantra Nine","ATBUDHA (WONDER) DANCE","He Danced in Asi Pada State"
"2785","Tantra Nine","ATBUDHA (WONDER) DANCE","Dance of Ananda (Bliss)"
"2786","Tantra Nine","ATBUDHA (WONDER) DANCE","He Danced for Rishis Patanjali and Vyaghrapada"
"2787","Tantra Nine","ATBUDHA (WONDER) DANCE","He Danced in Vedanta-Siddhanta Truth"
"2788","Tantra Nine","ATBUDHA (WONDER) DANCE","Siva Natana"
"2789","Tantra Nine","ATBUDHA (WONDER) DANCE","Jnana Dance"
"2790","Tantra Nine","ATBUDHA (WONDER) DANCE","Dance in the Three Lights"
"2791","Tantra Nine","ATBUDHA (WONDER) DANCE","He is Tattvas and Their Goal"
"2792","Tantra Nine","ATBUDHA (WONDER) DANCE","Dance of Bliss is Union in Siva"
"2793","Tantra Nine","ATBUDHA (WONDER) DANCE","Further Signification of Dance-Form in Relation"
"2794","Tantra Nine","ATBUDHA (WONDER) DANCE","Symbolism of Siva Dance"
"2795","Tantra Nine","ATBUDHA (WONDER) DANCE","Sakti Witnesses Trinity Dance of Siva"
"2796","Tantra Nine","ATBUDHA (WONDER) DANCE","Para Sundara Dance in the Beyond"
"2797","Tantra Nine","ATBUDHA (WONDER) DANCE","Form of Siva"
"2798","Tantra Nine","ATBUDHA (WONDER) DANCE","Sakti’s Grace Dance"
"2799","Tantra Nine","ATTAINMENT OF AKASA (SPACE) WITHIN","How Sivaris Without"
"2800","Tantra Nine","ATTAINMENT OF AKASA (SPACE) WITHIN","Siva’s Light Merges in Jiva’s Light"
"2801","Tantra Nine","ATTAINMENT OF AKASA (SPACE) WITHIN","He as Light is Immanent in Brahma and Vishnu"
"2802","Tantra Nine","ATTAINMENT OF AKASA (SPACE) WITHIN","When Siva’s Light is Reached"
"2803","Tantra Nine","ATTAINMENT OF AKASA (SPACE) WITHIN","He Fills Space and Outer-Space"
"2804","Tantra Nine","ATTAINMENT OF AKASA (SPACE) WITHIN","In Kundalini Yoga Jiva’s Thought Merges in Space"
"2805","Tantra Nine","ATTAINMENT OF AKASA (SPACE) WITHIN","Drink of Ambrosia in Space"
"2806","Tantra Nine","ATTAINMENT OF AKASA (SPACE) WITHIN","The Cosmic Space of Samadhi"
"2807","Tantra Nine","JNANODAYAM (DAWN OF JNANA)","Bliss in Sushupti and the Lord of Bliss in Turiya"
"2808","Tantra Nine","JNANODAYAM (DAWN OF JNANA)","Adore Lord as ‘‘Rare’’ and ‘‘Great’’"
"2809","Tantra Nine","JNANODAYAM (DAWN OF JNANA)","Enter Within and Follow Guru’s Way"
"2810","Tantra Nine","JNANODAYAM (DAWN OF JNANA)","Kindle Light Within Light"
"2811","Tantra Nine","JNANODAYAM (DAWN OF JNANA)","Know Truth of Tattva Jnana"
"2812","Tantra Nine","JNANODAYAM (DAWN OF JNANA)","Lord Stands in Astral Sphere of the Head"
"2813","Tantra Nine","JNANODAYAM (DAWN OF JNANA)","Brilliance of Lord’s Light"
"2814","Tantra Nine","JNANODAYAM (DAWN OF JNANA)","Lord Himself Removed ‘‘I’’ and ‘‘He’’ Distinction"
"2815","Tantra Nine","JNANODAYAM (DAWN OF JNANA)","Jnana is the Way to Liberation"
"2816","Tantra Nine","JNANODAYAM (DAWN OF JNANA)","Kindle Light Within Light"
"2817","Tantra Nine","JNANODAYAM (DAWN OF JNANA)","Even Celestials Are His: ८255215"
"2818","Tantra Nine","SATYA JNANANANDAM (SAT-CHIT-ANANDA)","In the Seventh Space is Siva-Knowledge-Bliss"
"2819","Tantra Nine","SATYA JNANANANDAM (SAT-CHIT-ANANDA)","Beyond Three Turiyas and the States They Lead"
"2820","Tantra Nine","SATYA JNANANANDAM (SAT-CHIT-ANANDA)","The Fourth State of Bliss — A Blend of Six"
"2821","Tantra Nine","SATYA JNANANANDAM (SAT-CHIT-ANANDA)","Sakti is Sat, Para Jnana is Chit and Siva is"
"2822","Tantra Nine","SATYA JNANANANDAM (SAT-CHIT-ANANDA)","Satya-Jnana-Bliss is Above the Three States"
"2823","Tantra Nine","SATYA JNANANANDAM (SAT-CHIT-ANANDA)","Lord is in the Farthest Stretches of Thought"
"2824","Tantra Nine","SATYA JNANANANDAM (SAT-CHIT-ANANDA)","Sweetness of Satya-Jnana-Bliss"
"2825","Tantra Nine","SATYA JNANANANDAM (SAT-CHIT-ANANDA)","Satya-Jnana-Ananda is Transcendental"
"2826","Tantra Nine","SATYA JNANANANDAM (SAT-CHIT-ANANDA)","How Jnanis Reach Satya-Jnana-Ananda"
"2827","Tantra Nine","SATYA JNANANANDAM (SAT-CHIT-ANANDA)","Svarupa (Manifestness) is in the Fourth Turiya"
"2828","Tantra Nine","SVARUPA UDAYAM (DAWN OF MANIFESTNESS)","Parasivam is Immanent in Svarupa State"
"2829","Tantra Nine","SVARUPA UDAYAM (DAWN OF MANIFESTNESS)","Parasivam is Pervasive"
"2830","Tantra Nine","SVARUPA UDAYAM (DAWN OF MANIFESTNESS)","Parasiva is Immanent in All Gods"
"2831","Tantra Nine","SVARUPA UDAYAM (DAWN OF MANIFESTNESS)","When Jnana Supreme is Attained"
"2832","Tantra Nine","SVARUPA UDAYAM (DAWN OF MANIFESTNESS)","Svarupa Siva is of the Triple Turiyas and Beyond"
"2833","Tantra Nine","SVARUPA UDAYAM (DAWN OF MANIFESTNESS)","Unless Lord Himself Reveals as Guru, He is"
"2834","Tantra Nine","SVARUPA UDAYAM (DAWN OF MANIFESTNESS)","Behold Transcendental Light (Param Jyoti)"
"2835","Tantra Nine","SVARUPA UDAYAM (DAWN OF MANIFESTNESS)","Dawn of Svarupa Bliss in Satya-Jnana-Ananda"
"2836","Tantra Nine","SVARUPA UDAYAM (DAWN OF MANIFESTNESS)","Acting on Adi Sakti Svarupa Siva is Aum"
"2837","Tantra Nine","SVARUPA UDAYAM (DAWN OF MANIFESTNESS)","He Stands Concealed in Kalas of Sakti"
"2838","Tantra Nine","SVARUPA UDAYAM (DAWN OF MANIFESTNESS)","Knowledge of the Way of Becoming"
"2839","Tantra Nine","ஊழ்‌","Understand Fate’s Working; Jnanis are not"
"2840","Tantra Nine","ஊழ்‌","The Past is Inexorable—Seek the Fair Land"
"2841","Tantra Nine","FATE","Understanding Logic of Karmaic Law, I Sought"
"2842","Tantra Nine","FATE","Behold Transcendental Light (Param Jyoti)"
"2843","Tantra Nine","FATE","Dawn of Svarupa Bliss in Satya-Jnana-Ananda"
"2844","Tantra Nine","DARSHAN OF SIVA","Acting on Adi Sakti Svarupa Siva is Aum"
"2845","Tantra Nine","DARSHAN OF SIVA SVARUPA (MANIFESTNESS)","Supreme Svarupa Bliss"
"2846","Tantra Nine","DARSHAN OF SIVA SVARUPA (MANIFESTNESS)","He is the Fragrance in the Flower Within"
"2847","Tantra Nine","DARSHAN OF SIVA SVARUPA (MANIFESTNESS)","Seek Him There Within"
"2848","Tantra Nine","DARSHAN OF SIVA SVARUPA (MANIFESTNESS)","He Blessed Me Saying, ‘““You Know”’"
"2849","Tantra Nine","DARSHAN OF SIVA SVARUPA (MANIFESTNESS)","Understanding Logic of Karmaic Law, I Sought Nandi"
"2850","Tantra Nine","DARSHAN OF SIVA SVARUPA (MANIFESTNESS)","Svarupa Siva Beyond Bliss of Satya-Jnana-Ananda"
"2851","Tantra Nine","DARSHAN OF SIVA SVARUPA (MANIFESTNESS)","Aim of Suddha State"
"2852","Tantra Nine","DARSHAN OF SIVA SVARUPA (MANIFESTNESS)","Beyond;"
"2853","Tantra Nine","MUKTI BHEDA","Progressien of Soul’s Journey to Five Muktis"
"2854","Tantra Nine","MUKTI BHEDA","He is the Finite Goal"
"2855","Tantra Nine","SYMBOLISM)","Mystery of Lord’s Play"
"2856","Tantra Nine","SYMBOLISM)","Holy Way is Strewn With Thorns"
"2857","Tantra Nine","SYMBOLISM)","Kundalini Yoga"
"2858","Tantra Nine","SYMBOLISM)","Abnegation of Desires Leading to Liberation"
"2859","Tantra Nine","SYMBOLISM)","Sahasrara Centre of Liberation"
"2860","Tantra Nine","SYMBOLISM)","Turiya State"
"2861","Tantra Nine","SYMBOLISM)","Control of Breath"
"2862","Tantra Nine","SYMBOLISM)","Tattvas—Lower and Higher"
"2863","Tantra Nine","SYMBOLISM)","Yoga Way to Transcend Tattvas"
"2864","Tantra Nine","SYMBOLISM)","Yogic Kechari Mudra For Liberation"
"2865","Tantra Nine","SYMBOLISM)","Sublimate Bindu Within into Para Bindu"
"2866","Tantra Nine","SYMBOLISM)","Liberation only for Those who Strive"
"2867","Tantra Nine","SYMBOLISM)","Attaining the-Triple Turiya States"
"2868","Tantra Nine","SYMBOLISM)","Yoga Leads to Grace"
"2869","Tantra Nine","SYMBOLISM)","Experiences in the Mystic Sphere of Sahasrara"
"2870","Tantra Nine","SYMBOLISM)","Control Senses"
"2871","Tantra Nine","SYMBOLISM)","How to be Youthful"
"2872","Tantra Nine","SYMBOLISM)","Immortality Through Yoga"
"2873","Tantra Nine","SYMBOLISM)","Sure Death, if Breath is not Controlled"
"2874","Tantra Nine","SYMBOLISM)","Body Perishes if Yoga is not Practised"
"2875","Tantra Nine","SYMBOLISM)","Yoga Way to Transcend Tattvas"
"2876","Tantra Nine","SYMBOLISM)","Yogic Kechari Mudra For Liberation"
"2877","Tantra Nine","SYMBOLISM)","Sublimate Bindu Within into Para Bindu"
"2878","Tantra Nine","SYMBOLISM)","Liberation only for Those who Strive"
"2879","Tantra Nine","SYMBOLISM)","Attaining the Triple Turiya States"
"2880","Tantra Nine","SYMBOLISM)","Do not Cultivate the Waste of Worldly Pleasures"
"2881","Tantra Nine","SYMBOLISM)","Yoga Leads to Grace"
"2882","Tantra Nine","SYMBOLISM)","Experiences in the Mystic Sphere of Sahasrara"
"2883","Tantra Nine","SYMBOLISM)","Control Senses"
"2884","Tantra Nine","SYMBOLISM)","How to be Youthful"
"2885","Tantra Nine","SYMBOLISM)","Immortality Through Yoga"
"2886","Tantra Nine","SYMBOLISM)","Sure Death, if Breath is not Controlled"
"2887","Tantra Nine","SYMBOLISM)","Body Perishes if Yoga is not Practised"
"2888","Tantra Nine","SYMBOLISM)","How the Body is"
"2889","Tantra Nine","SYMBOLISM)","Control Breath"
"2890","Tantra Nine","SYMBOLISM)","The Perfect Ones Practice Yoga Daily"
"2891","Tantra Nine","SYMBOLISM)","The Six Evils Dwell Within and God’s Warning"
"2892","Tantra Nine","SYMBOLISM)","Kundalini Yoga Alone Drives Away Triple Pasas"
"2893","Tantra Nine","SYMBOLISM)","Liberation Possible Only By Renunciation"
"2894","Tantra Nine","SYMBOLISM)","Worldly Desires Lead to Perdition"
"2895","Tantra Nine","SYMBOLISM)","Kundalini Removes Obstacles to Reach Sahasrara"
"2896","Tantra Nine","SYMBOLISM)","Kundalini Unites in Siva"
"2897","Tantra Nine","SYMBOLISM)","Goal of diva is to Seek Liberation"
"2898","Tantra Nine","SYMBOLISM)","Mystic Flower Within"
"2899","Tantra Nine","SYMBOLISM)","The Truly Great Vision the Lord in Cranial Cavity"
"2900","Tantra Nine","SYMBOLISM)","Conquer Senses and Reach Siva"
"2901","Tantra Nine","SYMBOLISM)","Sweet Ambrosia and Bitter Nux Vomica Within"
"2902","Tantra Nine","SYMBOLISM)","Sakti Grants Grace to Jiva"
"2903","Tantra Nine","SYMBOLISM)","Jivas Graze in the Backwood of Worldly Desires"
"2904","Tantra Nine","SYMBOLISM)","Lord in Sahasrara"
"2905","Tantra Nine","SYMBOLISM)","Attaining Liberation in Sahasrara"
"2906","Tantra Nine","SYMBOLISM)","Light Dawns in Sahasrara"
"2907","Tantra Nine","SYMBOLISM)","Reach the Holy Temple of Sahasrara"
"2908","Tantra Nine","SYMBOLISM)","Body Invaded by Indriyas"
"2909","Tantra Nine","SYMBOLISM)","Lord’s Love is Supreme"
"2910","Tantra Nine","SYMBOLISM)","Vision Siva and Attain Golden Form"
"2911","Tantra Nine","SYMBOLISM)","Lord is Hidden Deep Within"
"2912","Tantra Nine","SYMBOLISM)","Yoga Way to: Liberation"
"2913","Tantra Nine","SYMBOLISM)","No More Karmas if Yoga is Attained"
"2914","Tantra Nine","SYMBOLISM)","Jiva Vanquishes Indriyas by Yoga"
"2915","Tantra Nine","SYMBOLISM)","Jiva’s Journey in Yoga Sea"
"2916","Tantra Nine","SYMBOLISM)","Yoga’s Triumph"
"2917","Tantra Nine","SYMBOLISM)","Yoga Vanquishes Tattvas"
"2918","Tantra Nine","SYMBOLISM)","Conquer Indriyas and Reach Iruvinai-Oppu and"
"2919","Tantra Nine","SYMBOLISM)","Freedom From Fetters"
"2920","Tantra Nine","SYMBOLISM)","Uniqueness of Ambrosial Flow in Cranium"
"2921","Tantra Nine","SYMBOLISM)","Jiva Becomes Siva by. Kundalini Yoga"
"2922","Tantra Nine","SYMBOLISM)","Iruvinai Oppu Leads to Siva"
"2923","Tantra Nine","SYMBOLISM)","Give up Worldly Pursuits and Practice Yoga"
"2924","Tantra Nine","SYMBOLISM)","Reach Nada by Yoga and Attain Status of God"
"2925","Tantra Nine","SYMBOLISM)","Indriyas Obstruct the Yoga Journey"
"2926","Tantra Nine","SYMBOLISM)","The Lord Drives in the Tattvas into the Infant"
"2927","Tantra Nine","SYMBOLISM)","Pasa Disappears With Guru’s Guidance"
"2928","Tantra Nine","SYMBOLISM)","Siva Draws Jiva Like Himself"
"2929","Tantra Nine","SYMBOLISM)","Arouse Kundalini to Reach Cranium"
"2930","Tantra Nine","SYMBOLISM)","Reaching the Moon Sphere—A ‘Mystic Secret"
"2931","Tantra Nine","SYMBOLISM)","Dawn of Jnana in Sahasrara"
"2932","Tantra Nine","SYMBOLISM)","Properly Guided, Jiva Reaches the Final State"
"2933","Tantra Nine","SYMBOLISM)","Body No More Counts When Jiva-Siva Union"
"2934","Tantra Nine","SYMBOLISM)","Dawn of Jnana Eternal Day-Light"
"2935","Tantra Nine","SYMBOLISM)","When Pasas Leave Jiva Unites"
"2936","Tantra Nine","MAUNA SAMADHI (TRANSCENDENTAL)","Through Samadhi Being Within is Reached"
"2937","Tantra Nine","MAUNA SAMADHI (TRANSCENDENTAL)","Guru Alone Can Show the Way"
"2938","Tantra Nine","MAUNA SAMADHI (TRANSCENDENTAL)","Know the Finite Truth"
"2939","Tantra Nine","MAUNA SAMADHI (TRANSCENDENTAL)","Siva and Sakti are in Samadhi Union"
"2940","Tantra Nine","MAUNA SAMADHI (TRANSCENDENTAL)","Lord is Beyond Turiyatita"
"2941","Tantra Nine","MAUNA SAMADHI (TRANSCENDENTAL)","Attributes of Siva"
"2942","Tantra Nine","MAUNA SAMADHI (TRANSCENDENTAL)","Bliss of Devotees is Beyond Description"
"2943","Tantra Nine","MAUNA SAMADHI (TRANSCENDENTAL)","Felicity of Union of Jiva and Siva"
"2944","Tantra Nine","MAUNA SAMADHI (TRANSCENDENTAL)","Divine Felicity Beyond Words"
"2945","Tantra Nine","MAUNA SAMADHI (TRANSCENDENTAL)","Transcendental Union Beyond Word and Speech"
"2946","Tantra Nine","MAUNA SAMADHI (TRANSCENDENTAL)","Deceptive Ways of World"
"2947","Tantra Nine","MAUNA SAMADHI (TRANSCENDENTAL)","Jiva Light Merges in Siva Light"
"2948","Tantra Nine","MAUNA SAMADHI (TRANSCENDENTAL)","Merging into Space"
"2949","Tantra Nine","MAUNA SAMADHI (TRANSCENDENTAL)","The Celestials Seek Him Not"
"2950","Tantra Nine","MAUNA SAMADHI (TRANSCENDENTAL)","Lord’s Gushing Love"
"2951","Tantra Nine","MAUNA SAMADHI (TRANSCENDENTAL)","Nature of Union in God"
"2952","Tantra Nine","MAUNA SAMADHI (TRANSCENDENTAL)","Merging into Finite Reality"
"2953","Tantra Nine","MAUNA SAMADHI (TRANSCENDENTAL)","Transcendental Awareness"
"2954","Tantra Nine","GREATNESS OF ‘LIMITLESSNESS BEYOND","State of Oneness in God"
"2955","Tantra Nine","GREATNESS OF ‘LIMITLESSNESS BEYOND","Thoughts Stand Still in the Beyond"
"2956","Tantra Nine","GREATNESS OF ‘LIMITLESSNESS BEYOND","Maya Creates No Illusions. There"
"2957","Tantra Nine","GREATNESS OF THE REALIZED","The Realized Souls Have No Possessions"
"2958","Tantra Nine","GREATNESS OF THE REALIZED","They Become God"
"2959","Tantra Nine","GREATNESS OF THE REALIZED","They Want Nothing"
"2960","Tantra Nine","GREATNESS OF THE REALIZED","They are Inseparable in God"
"2961","Tantra Nine","GREATNESS OF THE REALIZED","How They Hastened to the City of God"
"2962","Tantra Nine","GREATNESS OF THE REALIZED","Sweetness of Namasivaya Fruit"
"2963","Tantra Nine","GREATNESS OF THE REALIZED","Doubt-Free State of the God Realized"
"2964","Tantra Nine","GREATNESS OF THE REALIZED","Their Thought-Free State"
"2965","Tantra Nine","GREATNESS OF THE REALIZED","Siva-Sakti-Jiva Union"
